url,title,category,matched_title,number
https://cdn-akamai.6connex.com/645/1827//ohbm_2020_poster_1100_neuroquery-jerome_dockes_15922316047764948.pdf,NeuroQuery: comprehensive meta-analysis of human brain mapping,Modeling and Analysis Methods,NeuroQuery: comprehensive meta-analysis of human brain mapping,1100
https://cdn-akamai.6connex.com/645/1827//Gaser-HBM2020-Poster_15917422694498564.pdf,Cortical thickness validation using a thickness phantom ,Modeling and Analysis Methods,Cortical thickness validation using a thickness phantom,1077
https://cdn-akamai.6connex.com/645/1827//Sugimoto_OHBM2020_Poster_verFinal_15917442158658799.pdf,Effects of the PICMOR intervention Program on RegionalBrainVolume in OlderAdults,Higher Cognitive Functions,Effects of the PICMOR Intervention Program on Regional Brain Volume in Older Adults,869
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Altmann_replication_15917456942395623.pdf,Effect of Polygenic Burden on Alzheimer's Disease Pathology and Risk beyond APOE,Disorders of the Nervous System,Effect of Polygenic Burden on Alzheimer's Disease Pathology and Risk beyond APOE,72
https://cdn-akamai.6connex.com/645/1827//2006_OHBMPoster_BHKIM_15917506108075091.pdf,Graph Neural Network Analysis of Resting-state fMRI,Modeling and Analysis Methods,Graph Neural Network Analysis of Resting-state fMRI,1048
https://cdn-akamai.6connex.com/645/1827//poster_15917532247719800.pdf,"Generalizable, reproducible, and interpretable imaging biomarkers for AD",Disorders of the Nervous System,"Generalizable, reproducible, and interpretable imaging biomarkers for Alzheimer's disease",181
https://cdn-akamai.6connex.com/645/1827//HBM2020_2Poster766_An_fMRI_study_of_late_bimodal_bilinguals_during_story_comprehension_15917695186503649.pdf,An fMRI study of late bimodal bilinguals during story comprehension,Language,An fMRI study of late bimodal bilinguals during story comprehension,766
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Amemiya_SLF_15917617084918552.pdf,Structural properties of human SLF lateralization along the lifespan,Lifespan Development,Structural properties of human superior longitudinal fasciculus lateralization along the lifespan,856
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Takemura_Kida_rsEPI_15917623961537749.pdf,Advantage of diffusion MRI with SMS readout-segmented EPI in tractography,Novel Imaging Acquisition Methods,Advantage of diffusion MRI with simultaneous multi-slice readout-segmented EPI in tractography,1997
https://cdn-akamai.6connex.com/645/1827//intrinsic_architecture_of_global_signal_topography_and_its_modulation_by_tasks_15917645934496607.pdf,Intrinsic Architecture of Global Signal Topography and Its Modulation by Tasks,Modeling and Analysis Methods,Intrinsic Architecture of Global Signal Topography and Its Modulation by Tasks,1115
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_2020_15917694167916598.pdf,Four new cytoarchitectonic areas surrounding the primary and early auditory cort,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Four new cytoarchitectonic areas surrounding the primary and early auditory cortex in human brains,1791
https://cdn-akamai.6connex.com/645/1827//PosterHuiXianLi_15917705156583898.pdf,Exploring the Self-Generated Thought During Resting-State with NLP,"Perception, Attention and Motor Behavior",Exploring Self-Generated Thought During Resting-State Imaging with Natural Language Processing,1945
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_08062020_15917730705589730.pdf,Tracking white matter development in the human fetus,Lifespan Development,Tracking white matter development in the human fetus,863
https://cdn-akamai.6connex.com/645/1827//OHBM2020_635_Ogawa_Fujimoto_Poster_15917735911849227.pdf,Network centrality dissociates brain regions in right ventral IFC,Higher Cognitive Functions,Network centrality dissociates brain regions in right ventral IFC activated for response inhibition,635
https://cdn-akamai.6connex.com/645/1827//OHBM2020_2175_Ogawa_Poster_15917737693887130.pdf,Parcel-based eigenvector centrality reveals configuration of cerebral network,"Perception, Attention and Motor Behavior",Parcel-based eigenvector centrality reveals configuration of cerebral network during movie-watching,2175
https://cdn-akamai.6connex.com/645/1827//20200610_Poster_VRF_andRSFC_Köbe_Bleed3mm_15917737849645599.pdf,Changes in functional connectivity associated with vascular burden in AD risk,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Changes in functional connectivity associated with vascular burden in person at-risk of AD,151
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM2020_JStumme_FINAL_15917776683341229.pdf,Age prediction by functional and structural connectivity: multivariate analyses,Lifespan Development,Age prediction by functional and structural connectivity: a multivariate pattern analysis,914
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_2020_Jockwitz_FINAL_15917753719235695.pdf,Sex-specific cognitive profiles relate to resting-state functional connectivity,Higher Cognitive Functions,Sex-specific cognitive profiles relate to resting state functional connectivity in males and females,666
https://cdn-akamai.6connex.com/645/1827//ELSandObesityPoster_15917746781658021.pdf,Reduced frontopolar volume links childhood trauma to adulthood obesity,Higher Cognitive Functions,Reduced frontopolar volume links childhood trauma to adulthood obesity,880
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_karstenm_15917753091024909.pdf,Differential effects of deep brain stimulation and levodopa on brain activity,Brain Simulation,Differential effects of deep brain stimulation and levodopa on brain activity in Parkinson's disease,2
https://cdn-akamai.6connex.com/645/1827//Gurholt-poster-OHBM-2020_15917760868416219.pdf,Large-scale body-brain mapping links gray matter profiles to body morphology,undefined,Large-scale body-brain mapping reveals distinct gray matter profiles linked to body morphology,2107
https://cdn-akamai.6connex.com/645/1827//ohbm_2020-poster_1707_15917781169852645.pdf,"An automated, geometry-based method for the analysis of hippocampal thickness",Modeling and Analysis Methods,"An automated, geometry-based method for the analysis of hippocampal thickness",1707
https://cdn-akamai.6connex.com/645/1827//WIN_bim_motor_tACS_Poster_OHBM_15922274213418251.pdf,Investigating phase synchrony while learning a novel bimanual motor task,"Perception, Attention and Motor Behavior",Investigating phase synchrony of sensorimotor cortices while learning a novel bimanual motor task,790
https://cdn-akamai.6connex.com/645/1827//POSTER_OHBM20_N74_EL_15917817057264034.pdf, Voxel-Based Quantitative MRI reveals spatial patterns of GM alteration in MS,Disorders of the Nervous System,Voxel-Based Quantitative MRI reveals spatial patterns of grey matter alteration in MultipleSclerosis,74
https://cdn-akamai.6connex.com/645/1827//poster_15917818059558208.pdf,DeepACSON:automated segmentation of 3D electron microscopy images of whitematter,Neuroinformatics and Data Sharing,DeepACSON: automated segmentation of 3D electron microscopy images of white matter,1158
https://cdn-akamai.6connex.com/645/1827//Poster_14-Ana_Dionísio_15917819672628478.pdf,The Role of cTBS TMS on the Neurophysiology of Stroke: a Multimodal Study,Brain Simulation,The Role of Continuous Theta Burst TMS on the Neurophysiology of Stroke: a Multimodal Study,14
https://cdn-akamai.6connex.com/645/1827//Poster_MLSchroeter_Alien_CBS_OHBM_2020_15917823075399418.pdf,Disentangling Neural Correlates of Alien Limb in Corticobasal Syndrome with MRI,Disorders of the Nervous System,Disentangling Neural Correlates of the Alien Limb in Corticobasal Syndrome with Multimodal MRI,389
https://cdn-akamai.6connex.com/645/1827//Everybody_moves_OHBM_2020_Bazin_Caan_15917825705068272.pdf,Everybody moves: quantifying sharpness in motion corrected T1-maps at 7T,Novel Imaging Acquisition Methods,Everybody Moves: Quantifying Sharpness in Motion Corrected T1-Maps at 7T,1994
https://cdn-akamai.6connex.com/645/1827//Gellersen_poster_OHBM_2020_1591782997884580.pdf,Effects of Alzheimer’s disease and healthy ageing on cerebellar functional organ,Disorders of the Nervous System,Effects of Alzheimerâ€™s disease and healthy aging on cerebellar functional organisation and structure,310
https://cdn-akamai.6connex.com/645/1827//poster_bludau_159178322292889.pdf,JuGEx - bridging the scales between gene expression and cytoarchitecture,Neuroinformatics and Data Sharing,JuGEx - bridging the scales between gene expression and cytoarchitecture,1906
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster179_BLAM_20200618_15924541029862669.pdf,Harmonization of the multi-center imaging protocol on small vessel disease,undefined,Harmonization of the multi-center imaging protocol on cerebral small vessel disease in China,179
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_KS_15917858902258686.pdf,Is resting-state fMRI worth doing? Re-examining the speech network with rs-fMRI,Modeling and Analysis Methods,Is resting-state fMRI worth doing? Re-examining the speech and language network with rs-fMRI,1178
https://cdn-akamai.6connex.com/645/1827//Ng_Chang_Problem_description_modulates_brain_representation_of_arithmetic_word_problem_solving_15922074587309529.pdf,Problem description modulates brain representation of word problem solving,Higher Cognitive Functions,Problem Description Modulates Brain Representation of Arithmetic Word Problem Solving,641
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_LAM_15917879698854482.pdf,Predictors of fMRI Neurofeedback regulation in ADHD,Higher Cognitive Functions,Predictors of fMRI Neurofeedback regulation in ADHD,1990
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_v4_15917900841342724.pdf,MyPLS-Partial least squares analysis for multivariate brain-behavior association,Modeling and Analysis Methods,MyPLS 2.0 - Partial least squares analysis for multivariate brain-behavior associations,1111
https://cdn-akamai.6connex.com/645/1827//Loeffler_15917908031508164.pdf,Shared Mechanisms of Attention and Emotion Control in Depression,"Emotion, Motivation and Social Neuroscience",Shared mechanisms of attention and emotion control in depression,664
https://cdn-akamai.6connex.com/645/1827//Concurrent_fMRI-tACS_safety_rev2_JB_15917914924766479.pdf,Concurrent fMRI-tACS safety and the data quality evaluation,Brain Simulation,Concurrent fMRI-tACS: subject safety and the data quality evaluation,12
https://cdn-akamai.6connex.com/645/1827//Mindfulness_OHBM2020_IannilliE_15917920071876264.pdf,Spatio-temporal dynamic of pain perception modulated by mindfulness intervention,"Emotion, Motivation and Social Neuroscience",Spatio-temporal dynamic of pain perception modulated by mindfulness intervention: An EEG study,2241
https://cdn-akamai.6connex.com/645/1827//OHBM2020-poster_15917944194772303.pdf,Monte Carlo simulation of VASO fMRI from real microvascular angiograms,Brain Simulation,Monte Carlo simulation of VASO fMRI from real microvascular angiograms of the mouse cortex,2040
https://cdn-akamai.6connex.com/645/1827//308_FMRI_NF_Amy_Training_OHBM_poster_2020_ATsuchiyagaitoFinal_15917961278666195.pdf,FMRI Neurofeedback Amygdala Training Influences Immune Responses,Disorders of the Nervous System,FMRI Neurofeedback Amygdala Training Influences Immune Responses,308
https://cdn-akamai.6connex.com/645/1827//2018_ConnNF_Rumination_OHBM_poster_2020_ATsuchiyagaitoFinal_1591796213166577.pdf,A Connectivity-Based Real-Time fMRI Neurofeedback Targeting the Rumination,Novel Imaging Acquisition Methods,A Connectivity-Based Real-Time fMRI Neurofeedback Targeting the Rumination,2081
https://cdn-akamai.6connex.com/645/1827//dti_phantom_poster_15917968876976386.pdf,3D-printed phantom for diffusion MRI model validation,Modeling and Analysis Methods,3D-printed phantom for diffusion MRI model validation,1485
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_15917980413363931.pdf,Improving Deconvolution of fMRI Signal Using Stability Selection,Modeling and Analysis Methods,Improving deconvolution of fMRI signal with Sparse Paradigm Free Mapping using stability selection,1325
https://cdn-akamai.6connex.com/645/1827//schuler_poster_empathy_15917993644988113.pdf,Empathy subtypes in MDD based on amygdala connectivity at 7 Tesla and socio-emot,"Emotion, Motivation and Social Neuroscience",Empathy subtypes in MDD based on amygdala connectivity at 7 Tesla and socio-emotional behaviour,301
https://cdn-akamai.6connex.com/645/1827//Kumral_WMHs_EEG_ohbm_15918004626483685.pdf,The relation between regional white matter hyperintensity and alpha oscillations,Lifespan Development,The relation between regional white matter hyperintensity and parameters of alpha oscillations,861
https://cdn-akamai.6connex.com/645/1827//OHMB_canella_so_new_15922125403484275.pdf,Cortical Silencing Results in Paradoxical fMRI Overconnectivity,"Physiology, Metabolism and Neurotransmission ",Cortical silencing results in paradoxical fMRI over-connectivity,2331
